Año Comercial;Region del domicilio o casa matriz;Provincia del domicilio o casa matriz;Comuna del domicilio o casa matriz;Actividad economica;Glosa actividad economica;Número de empresas;Ventas anuales en UF;Trabajadores dependientes informados ponderados;Renta neta informada;Trabajadores a honorarios ponderados por meses trabajados;Honorarios pagados informados;COD_ACT;ACT;CUT_comuna;ACT Prioritaria;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;492250;Transporte de pasajeros en buses interurbanos;5;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;201;38.658,40;17,833;1.990,7470;17;1.605,158;4;Transporte de pasajeros por carretera;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;771000;Alquiler de vehículos automotores sin chofer;14;8.508,82;8,167;637,1760;3;123,688;7;Alquiler de equipos de transporte;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;7;*;0,000;*;1;*;9;Actividades culturales;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;900003;Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros;2;*;0,000;*;2;*;9;Actividades culturales;13105;NO;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;920090;Otras actividades de juegos de azar y apuestas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;931909;Otras actividades deportivas n.c.p.;2;*;0,000;*;0;*;10;Actividades deportivas y recreativas;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";7;*;1,000;*;2;*;10;Actividades deportivas y recreativas;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;932909;Otras actividades de esparcimiento y recreativas n.c.p.;6;*;0,000;*;1;*;10;Actividades deportivas y recreativas;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;19;4.995,59;0,000;0,0000;5;57,158;11;Comercio al por menor de bienes característicos del turismo;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;11;2.865,39;0,000;0,0000;1;447,837;12;Actividades relacionadas con segundos hogares y multipropiedades;13105;SI;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;25;57.890,79;16,417;3.873,1770;17;2.385,836;12;Actividades relacionadas con segundos hogares y multipropiedades;13105;NO;
2012;Región Metropolitana de Santiago;Santiago;El Bosque;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;2;*;4,083;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;13105;SI;
